"Wavelength nm.","T%"
1308.00,26.642
1309.00,26.629
1310.00,26.698
1311.00,26.736
1312.00,26.780
1313.00,26.764
1314.00,26.776
1315.00,26.794
1316.00,26.838
1317.00,26.881
1318.00,26.960
1319.00,26.986
1320.00,26.987
1321.00,26.964
1322.00,26.943
1323.00,26.983
1324.00,27.032
1325.00,27.113
1326.00,27.153
1327.00,27.158
1328.00,27.158
1329.00,27.191
1330.00,27.232
1331.00,27.293
1332.00,27.268
1333.00,27.343
1334.00,27.374
1335.00,27.442
1336.00,27.424
1337.00,27.452
1338.00,27.456
1339.00,27.496
1340.00,27.492
1341.00,27.543
1342.00,27.550
1343.00,27.586
1344.00,27.599
1345.00,27.670
1346.00,27.726
1347.00,27.745
1348.00,27.765
1349.00,27.765
1350.00,27.842
1351.00,27.826
1352.00,27.877
1353.00,27.877
1354.00,27.950
1355.00,27.937
1356.00,27.981
1357.00,27.979
1358.00,28.067
1359.00,28.046
1360.00,28.058
1361.00,28.019
1362.00,28.056
1363.00,28.121
1364.00,28.159
1365.00,28.186
1366.00,28.161
1367.00,28.199
1368.00,28.299
1369.00,28.363
1370.00,28.377
1371.00,28.386
1372.00,28.422
1373.00,28.468
1374.00,28.467
1375.00,28.501
1376.00,28.537
1377.00,28.526
1378.00,28.552
1379.00,28.598
1380.00,28.662
1381.00,28.676
1382.00,28.658
1383.00,28.715
1384.00,28.736
1385.00,28.806
1386.00,28.827
1387.00,28.918
1388.00,28.917
1389.00,28.947
1390.00,28.894
1391.00,28.933
1392.00,28.897
1393.00,28.949
1394.00,29.001
1395.00,29.054
1396.00,29.056
1397.00,29.080
1398.00,29.147
1399.00,29.161
1400.00,29.133
