"AlCl3 DI Bleached Attempt 2 - RawData"
"Wavelength nm.","T%"
1259.00,104.145
1260.00,104.080
1261.00,104.042
1262.00,103.910
1263.00,103.779
1264.00,103.660
1265.00,103.611
1266.00,103.565
1267.00,103.490
1268.00,103.403
1269.00,103.330
1270.00,103.258
1271.00,103.164
1272.00,103.097
1273.00,102.992
1274.00,102.954
1275.00,102.833
1276.00,102.734
1277.00,102.654
1278.00,102.593
1279.00,102.489
1280.00,102.350
1281.00,102.262
1282.00,102.169
1283.00,102.071
1284.00,101.945
1285.00,101.870
1286.00,101.820
1287.00,101.719
1288.00,101.607
1289.00,101.470
1290.00,101.364
1291.00,101.250
1292.00,101.109
1293.00,101.022
1294.00,100.903
1295.00,100.803
1296.00,100.687
1297.00,100.592
1298.00,100.521
1299.00,100.400
1300.00,100.215
1301.00,99.975
1302.00,99.797
1303.00,99.695
1304.00,99.591
1305.00,99.474
1306.00,99.329
1307.00,99.256
1308.00,99.141
1309.00,99.070
1310.00,98.928
1311.00,98.772
1312.00,98.651
1313.00,98.553
1314.00,98.482
1315.00,98.393
1316.00,98.291
1317.00,98.186
1318.00,98.023
1319.00,97.873
1320.00,97.731
1321.00,97.605
1322.00,97.470
1323.00,97.383
1324.00,97.281
1325.00,97.162
1326.00,96.984
1327.00,96.863
1328.00,96.828
1329.00,96.728
1330.00,96.573
1331.00,96.382
1332.00,96.250
1333.00,96.133
1334.00,95.985
1335.00,95.852
1336.00,95.686
1337.00,95.574
1338.00,95.393
1339.00,95.322
1340.00,95.210
1341.00,95.134
1342.00,94.963
1343.00,94.817
1344.00,94.648
1345.00,94.536
1346.00,94.390
1347.00,94.286
1348.00,94.157
1349.00,93.996
1350.00,93.862
1351.00,93.685
1352.00,93.519
1353.00,93.386
1354.00,93.230
1355.00,93.156
1356.00,93.001
1357.00,92.957
1358.00,92.820
1359.00,92.654
1360.00,92.491
1361.00,92.364
1362.00,92.250
1363.00,92.061
1364.00,91.910
1365.00,91.755
1366.00,91.618
1367.00,91.414
1368.00,91.300
1369.00,91.183
1370.00,91.121
1371.00,91.000
1372.00,90.939
1373.00,90.783
1374.00,90.680
1375.00,90.549
1376.00,90.428
1377.00,90.353
1378.00,90.181
1379.00,90.043
1380.00,89.817
1381.00,89.695
1382.00,89.554
1383.00,89.442
1384.00,89.333
1385.00,89.278
1386.00,89.238
1387.00,89.060
1388.00,88.958
1389.00,88.754
1390.00,88.708
1391.00,88.521
1392.00,88.374
1393.00,88.198
1394.00,88.074
1395.00,88.039
1396.00,87.908
1397.00,87.734
1398.00,87.582
1399.00,87.441
1400.00,87.385
